dataset,fold,method,metric_error,time_train_s,time_infer_s,metric,problem_type,metric_error_val,imputed,impute_method,method_type,method_subtype,config_type,ta_name,ta_suite
QSAR_fish_toxicity,0,CAT (default),0.9169135943553836,5.051167964935303,0.02634406089782715,rmse,regression,0.8366570666192858,False,,config,default,CAT,CatBoost,tabarena-2025-06-12
QSAR_fish_toxicity,0,CAT (tuned),0.9170500156250383,1751.7061514854431,0.021487712860107422,rmse,regression,0.8279588101932503,False,,hpo,tuned,CAT,CatBoost,tabarena-2025-06-12
QSAR_fish_toxicity,0,CAT (tuned + ensemble),0.9108357993477078,1751.7061514854431,0.15650320053100586,rmse,regression,0.8195526593201499,False,,hpo,tuned_ensemble,CAT,CatBoost,tabarena-2025-06-12
QSAR_fish_toxicity,0,XT (default),0.9233862947299291,0.4271247386932373,0.04526829719543457,rmse,regression,0.8591238802919048,False,,config,default,XT,ExtraTrees,tabarena-2025-06-12
QSAR_fish_toxicity,0,XT (tuned),0.905459028966759,624.3575868606567,0.11582088470458984,rmse,regression,0.8470865051821369,False,,hpo,tuned,XT,ExtraTrees,tabarena-2025-06-12
QSAR_fish_toxicity,0,XT (tuned + ensemble),0.9078442096273903,624.3575868606567,1.1150686740875244,rmse,regression,0.8443679902769677,False,,hpo,tuned_ensemble,XT,ExtraTrees,tabarena-2025-06-12
QSAR_fish_toxicity,0,GBM (default),0.9219470233399446,4.068117380142212,0.027956724166870117,rmse,regression,0.8624070207663851,False,,config,default,GBM,LightGBM,tabarena-2025-06-12
QSAR_fish_toxicity,0,GBM (tuned),0.9226082564792453,910.9447321891785,0.19193363189697266,rmse,regression,0.8460941989152364,False,,hpo,tuned,GBM,LightGBM,tabarena-2025-06-12
QSAR_fish_toxicity,0,GBM (tuned + ensemble),0.9151007788510053,910.9447321891785,0.9955039024353027,rmse,regression,0.8295868016527952,False,,hpo,tuned_ensemble,GBM,LightGBM,tabarena-2025-06-12
QSAR_fish_toxicity,0,FASTAI (default),0.9453682137164233,6.54093074798584,0.11470913887023926,rmse,regression,0.8763774510869414,False,,config,default,FASTAI,NeuralNetFastAI,tabarena-2025-06-12
